id,original,emendation,old_type1,old_type2,primary_category,secondary_category,changed_original_tokens,changed_emended_tokens,,needs_manual_review,notes
255,Εἰ γὰρ καταλέξαι βουληθείην ταῖς ἐπὶ γῆς χάρισιν οὐ πάνυ τι αὐτῷ πρὸς τρόπου φανεῖται τὸ ἔδαφος,Εἰ δὲ καταλέξαι βουληθείη ταῖς ἐπὶ γῆς χάρισιν οὐ πάνυ τι αὐτῷ πρὸς τρόπου φανεῖται τὸ ἔδαφος,change,,Morphological,Lexical / Contextual,γὰρ | βουληθείην,δὲ | βουληθείη,,no,
256,τῇ δὲ οὐδένεἴτικάλλιστόνἐστιγῆςτῆς τῶν γηλόφων περιβολῆς καὶ ὑπερβολῆς ἀποτειχιζούσης αὐτό ἔνθεν μὲν εἴ τι πλόϊμον ἐκεῖθεν δὲ εἴ τι βάσιμον.,τῇδε οὐδένεἴτικάλλιστόνἐστιγῆςτῆς τῶν γηλόφων περιβολῆς καὶ ὑπερβολῆς ἀποτειχιζούσης αὐτό ἔνθεν μὲν εἴ τι πλόϊμον ἐκεῖθεν δὲ εἴ τι βάσιμον.,delete,accent,Addition / Omission,Diacritic / Punctuation,τῇ | δὲ,τῇδε,,no,
257,Εἰ δὲ μήτε ἐπιγέγραπται μήτε αὐτίκα ἡ δωρεά σοι τοῦ κτήματος γεγένηται μὴ περιαλγὴς τούτων ἕνεκα γένοιο ἄμφω γάρ σοι μετὰ ταῦτα γενήσεται καὶ ἥ τε δωρεὰ σταλήσεται καὶ μετ' ἐπιγραφῶν τὰ προσκυνητά σοι πεμφθήσονται γράμματα ἐγὼ γὰρ ἠρωτήκειν τὸ ἔνθεον αὐτοῦ κράτος περὶ τῆς δωρεᾶς εἴ πως αὐτίκα καὶ γραφήσεται καὶ σταλήσεται,Εἰ δὲ μήτε ἐπιγέγραπται μήτε αὐτίκα ἡ δωρεά σοι τοῦ κτήματος γεγένηται μὴ περιαλγὴς τούτων ἕνεκα γένοιο ἄμφω γάρ σοι μετὰ ταῦτα γενήσεται καὶ ἥ τε δωρεὰ σταλήσεται καὶ μετ' ἐπιγραφῶν τὰ προσκυνητά σοι πεμφθήσονται γράμματα ἐγὼ γὰρ ἠρωτήκειν τὸ ἔνθεον αὐτοῦ κράτος περὶ τῆς δωρεᾶς εἴ πως αὐτίκα καὶ ἐπιγραφήσεται καὶ σταλήσεται,change,,Morphological,,γραφήσεται,ἐπιγραφήσεται,,no,
258,Σὺ μὲν ἴσως ἐρεῖς ὅτι σᾶ τὰ χρυσᾶ ἐγὼ δὲ ἀμφισβητήσω μᾶλλον δὲ ὁ ἁπλοῦν τι εἰπὼν τοῖς ὅλοις αἱρήσω,Σὺ μὲν ἴσως ἐρεῖς ὅτι σᾶ τὰ χρυσᾶ ἐγὼ δὲ ἀμφισβητήσω μᾶλλον δὲ ὁ ἁπλῶς εἰπεῖν τοῖς ὅλοις αἱρήσω,change,delete,Morphological,Addition / Omission,ἁπλοῦν | τι | εἰπὼν,ἁπλῶς | εἰπεῖν,,no,
259,Καὶ τὸ μὲν μέτρον τοῦ ἀμέτρου φιλοσοφώτερον τὸ δὲ ἄμετρον τοῦ μέτρου πληθυντικωτέρον καὶ ἐρασμιώτερον τοῖς πράγμασι. ------------ ἐπιλήσῃ ποτέ ἢν μὴ βούλῃ ἐπιλελῆσθαι παρὰ θεοῦ ἀλλὰ μνημόνευέ μου καὶ τῶν παίδων τῶν λογικῶν,Καὶ τὸ μὲν μέτρον τοῦ ἀμέτρου φιλοσοφώτερον τὸ δὲ ἄμετρον τοῦ μέτρου πληθυντικωτέρον καὶ ἐρασμιώτερον τοῖς πράγμασι. Σὺ δε μου μὴ ἐπιλήσῃ ποτέ ἢν μὴ βούλῃ ἐπιλελῆσθαι παρὰ θεοῦ ἀλλὰ μνημόνευέ μοι καὶ τῶν παίδων τῶν λογικῶν,add,change,Addition / Omission,,------------ | μου,Σὺ | δε | μου | μὴ | μοι,,no,
260,Καὶ ὁπότερον βούλει τοιοῦτός ἐστι συνεπορθρίσει γάρ σοι καὶ ᾄσεται τὰ ἱερὰ ᾄσματα εἶτα δὴ μεταβαλὼν συνεξορχήσεται καὶ τὴν γλῶτταν ἀπὸ τοῦ Δωρίου μέλους μεταμείψει ἐπὶ τὸ Φρύγιον κἂν ἐπιβριμήσαιο τούτῳ -------- τῆς μεταποιήσεως ἐπὶ τὸ πρῶτον ἀθρόον σχῆμα μεταβαλεῖται.,Καὶ ὁπότερον βούλει τοιοῦτός ἐστι συνεπορθρίσει γάρ σοι καὶ ᾄσεται τὰ ἱερὰ ᾄσματα εἶτα δὴ μεταβαλὼν συνεξορχήσεται καὶ τὴν γλῶτταν ἀπὸ τοῦ Δωρίου μέλους μεταμείψει ἐπὶ τὸ Φρύγιον κἂν ἐπιβριμήσαιο τούτῳ τὸ καινὸν τῆς μεταποιήσεως ἐπὶ τὸ πρῶτον ἀθρόον σχῆμα μεταβαλεῖται.,add,,Addition / Omission,,--------,τὸ | καινὸν,,no,
261,Εἰ δέ --------- ἡ σανὶς καί ---------- ἀσφαλῶς ἀραρυῖα οὐδὲ βραχύ τι παρα---------- ὁποῖος αὐτὸς πεπυκνωμένος τοῖς λογισμοῖς καὶ πόρρωθεν παρεσκευασμένος ταῖς ἐμβολαῖς καὶ πᾶσιν ἀτίνακτος ἐγὼ μὲν ἠρέμα σοι τὸν ἄνδρα προσάγω τά τε σπουδαῖα τούτου παραδεικνύς καὶ τὰ ἀσπούδαστα παραγγέλλων,Εἰ δέ --------- ἡ σανὶς καί ---------- ἀσφαλῶς ἀραρυῖα οὐδὲ βραχύ τι παρακινουμένη ὁποῖος αὐτὸς πεπυκνωμένος τοῖς λογισμοῖς καὶ πόρρωθεν παρεσκευασμένος ταῖς ἐμβολαῖς καὶ πᾶσιν ἀτίνακτος ἐγὼ μὲν ἠρέμα σοι τὸν ἄνδρα προσάγω τά τε σπουδαῖα τούτου παραδεικνύς καὶ τὰ ἀσπούδαστα παραγγέλλων,change,,Addition / Omission,,παρα----------,παρακινουμένη,,no,
262,Ἐγὼ δὲ τοσαῦτα οἶδα περὶ αὐτοῦ ὅτι ἔστιν καὶ εὐφυὴς ἄνθρωπος καὶ πρὸς πᾶσαν δουλείαν εὐεπιχείρητος καὶ σύντομος εἰ καί τις ἄλλος καὶ τὰ εἰς τοὺς δεσπότας πιστός.,Ἐγὼ δὲ τοσαῦτα οἶδα περὶ αὐτοῦ ὅτι ἔστιν καὶ εὐφυὴς ἄνθρωπος καὶ πρὸς πᾶσαν δουλείαν εὐεπιχείρητος καὶ σύντονος εἰ καί τις ἄλλος καὶ τὰ εἰς τοὺς δεσπότας πιστός.,change,,Phonological-Orthographic,,σύντομος,σύντονος,,no,
263,Ἀλλ' οὐκ ἐπειδὴ ἐκ τοῦ τοιούτου γένους --ων ἐντεῦθεν ἐρᾷ καὶ πρὸς ἐμὲ ἀναφέρει τὰ ποριζό- μενα μεμίμηται γάρ μου τὸν τρόπον καὶ οὐχ ἧττόν ἐστιν ἐντεῦ- θέν μοι συγγενής ἢ τοῦ γένους.,Ἀλλ' οὐκ ἐπειδὴ ἐκ τοῦ τοιούτου γένους χρημάτων ἐντεῦθεν ἐρᾷ καὶ πρὸς ἐμὲ ἀναφέρει τὰ ποριζό- μενα μεμίμηται γάρ μου τὸν τρόπον καὶ οὐχ ἧττόν ἐστιν ἐντεῦ- θέν μοι συγγενής ἢ τοῦ γένους.,change,,Addition / Omission,,#NAME?,χρημάτων,,no,
264,ἐγὼ γὰρ ἄνθρωπός εἰμι ψυχὴ συνδεδεμένη τῷ σώματι διὰ τοῦτο τοῖς νοήμασι χαίρω καὶ ταῖς αἰσθήσεσιν.,ἐγὼ γὰρ ἄνθρωπός εἰμι ψυχὴ συνδεδεμένη τῷ σώματι διὰ τοῦτο καὶ τοῖς νοήμασι χαίρω καὶ ταῖς αἰσθήσεσιν.,add,,Addition / Omission,,,καὶ,,no,
265,Ἵν' οὖν μὴ ἀμφοῖν ἀποδημούντων τοῦ μὲν παιδὸς περὶ τὴν ἔχουσαν τὸν βασιλέα πόλιν τοῦ δὲ πατρὸς τὸν ἕτερον βίον εἰ δεῖ βίον τὸν αἰῶνα ἐκεῖνον καλεῖν οἱ γειτονοῦντες ἐκείνῳ ἢ καὶ ἄλλως βλάπτειν ἐθέλοντες ἐπιφύωνται τοῖς ἐκείνου πράγμασι καὶ δίκας τινὰς ἢ οὔσας κινῶσιν ἢ μὴ οὔσας ἀνάπτωσι κἀντεῦθεν ἐρημίᾳ τῶν ἀπολογησομένων κύριοι τῶν τῷ παιδὶ προσηκόντων γένωνται ἀξιῶ τὴν ἐν λογιότητί σου ὑπεροχὴν μηδένα εὐπαράδεκτον ἡγήσασθαι τῶν κατὰ τῆς ἐκείνου περιουσίας κινεῖν ἐθελόντων μὴδ' εἴ τις λέγοι ἐν συμβολαίοις παρ' ἐκείνου βεβλάφθαι ἢ ἐν ὁρίων παρακινήσει ἢ ἐν τῇ τοῦ προσήκοντος κατασχέσει ἀλλὰ πᾶσιν ἐπιτρέψαι μὴ κινεῖν μέχρις ἂν ὁ τοῦ τελευτήσαντος παῖς τὰ κατεπείγοντα εὖ διαθέμενος αὐτόθεν τε ἐξέλθῃ καὶ τῶν πατρῴων κύριος γένηται.,Ἵν' οὖν μὴ ἀμφοῖν ἀποδημούντων τοῦ μὲν παιδὸς περὶ τὴν ἔχουσαν τὸν βασιλέα πόλιν τοῦ δὲ πατρὸς τὸν ἕτερον βίον εἰ δεῖ βίον τὸν αἰῶνα ἐκεῖνον καλεῖν οἱ γειτονοῦντες ἐκείνῳ ἢ καὶ ἄλλοι βλάπτειν ἐθέλοντες ἐπιφύωνται τοῖς ἐκείνου πράγμασι καὶ δίκας τινὰς ἢ οὔσας κινῶσιν ἢ μὴ οὔσας ἀνάπτωσι κἀντεῦθεν ἐρημίᾳ τῶν ἀπολογησομένων κύριοι τῶν τῷ παιδὶ προσηκόντων γένωνται ἀξιῶ τὴν ἐν λογιότητί σου ὑπεροχὴν μηδένα εὐπαράδεκτον ἡγήσασθαι τῶν κατὰ τῆς ἐκείνου περιουσίας κινεῖν ἐθελόντων μὴδ' εἴ τις λέγοι ἐν συμβολαίοις παρ' ἐκείνου βεβλάφθαι ἢ ἐν ὁρίων παρακινήσει ἢ ἐν τῇ τοῦ προσήκοντος κατασχέσει ἀλλὰ πᾶσιν ἐπιτρέψαι μὴ κινεῖν μέχρις ἂν ὁ τοῦ τελευτήσαντος παῖς τὰ κατεπείγοντα εὖ διαθέμενος αὐτόθεν τε ἐξέλθῃ καὶ τῶν πατρῴων κύριος γένηται.,change,,Morphological,,ἄλλως,ἄλλοι,,no,
266,Ἀλλ' οὐ δίδωσιν ἡ τῶν πραγμάτων κατάστασις καὶ ἡ ἡμετέρα διάστασις καὶ ἡ τῶν βιωτικῶν περιφορά τὸ ἐμὸν καταθύμιον ἐνδελεχῶς ἐπιδείκνυσθαι ᾧ καὶ τὴν καρδίαν ἐκτήκομαι καὶ δακρύων ῥοῇ περιφέρομαι καὶ τὴν ζωὴν ἀπολέγομαι.,Ἀλλ' οὐ δίδωσιν ἡ τῶν πραγμάτων κατάστασις καὶ ἡ ἡμετέρα διάστασις καὶ ἡ τῶν βιωτικῶν περιφορά τὸ ἐμὸν καταθύμιον ἐνδελεχῶς ἐπιδείκνυσθαι ᾧ καὶ τὴν καρδίαν ἐκτήκομαι καὶ δακρύων ῥοῇ περιρρέομαι καὶ τὴν ζωὴν ἀπολέγομαι.,change,,Phonological-Orthographic,,περιφέρομαι,περιρρέομαι,,no,
267,Εἰ μὲν γὰρ ἐπ' ἄλλῳ τινὶ μᾶλλον ἀλλὰ μὴ τῇ τῶν λόγων ζῶν τυγχάνεις φορᾷ τάχα ἄν σέ τις ἀφῆκε μέμψεως ὅτι τοῦ τοιούτου σπουδάσματος ἀμελεῖς πρὸς ἑτέροις ἔχων τὸν νοῦν,Εἰ μὲν γὰρ ἐπ' ἄλλῳ τινὶ μᾶλλον ἀλλὰ μὴ τῇ τῶν λόγων ζῶν ἐτύγχανες φορᾷ τάχα ἄν σέ τις ἀφῆκε μέμψεως ὅτι τοῦ τοιούτου σπουδάσματος ἀμελεῖς πρὸς ἑτέροις ἔχων τὸν νοῦν,change,,Morphological,,τυγχάνεις,ἐτύγχανες,,no,
268,Γράφω γοῦν οὐχ ὅπερ τεθέαμαι ἀλλ' ὃ πέπονθα ἔοικε γάρ μεταβεβλημένη τὴν φύσιν παντάπασι καὶ πρὸς τὸ θεοειδὲς μεταμορφωθῆναι κάλλος καὶ τὴν ἐκ τῶν ὀφθαλμῶν αἴσθησιν ὑπερβαίνουσα.,Γράφω γοῦν οὐχ ὅπερ τεθέαμαι ἀλλ' ὃ πέπονθα ἔοικε γάρ μεταβεβλημένη τὴν φύσιν παντάπασι πρὸς τὸ θεοειδὲς μεταμορφωθεῖσα κάλλος τὴν ἐκ τῶν ὀφθαλμῶν αἴσθησιν ὑπερβαίνειν.,delete,change,Addition / Omission,,καὶ | μεταμορφωθῆναι | καὶ | ὑπερβαίνουσα.,μεταμορφωθεῖσα | ὑπερβαίνειν.,,no,
269,Μὴ οἴου παντάπασιν ἀπηλλάχθαι ἡμᾶς τῆς παρδάλεως χρυσῆ καὶ φιλτάτη ψυχή ἀπαντᾷ γὰρ ἔτι καὶ περιτρέχει οὐ κατὰ τὴν τῶν Ἀσσυρίων ὁδόν τοῦτο γὰρ ἔλαττον τὸ κακὸν ἐν ἀλλοτρίᾳ πόλει αἰσχύνεσθαι ἀλλ' ἐπὶ τῶν συνήθων διατριβῶν ἐπὶ τῆς Ἀκαδημίας αὐτῆς εἰ χρὴ οὕτως εἰπεῖν ἐπὶ τῆς Στοᾶς ἐπὶ τῶν βασιλείων αὐτῶν τί μὴ λέγω τὰ χείρω ἐπὶ τῆς ἑστίας εἰ μή μοι μέμφοιο ἐπὶ τῆς εὐνῆς.,Μὴ οἴου παντάπασιν ἀπηλλάχθαι ἡμᾶς τῆς παρδάλεως χρυσῆ καὶ φιλτάτη ψυχή ἀπαντᾷ γὰρ ἔτι καὶ περιτρέχει οὐ κατὰ τὴν τῶν Ἀσσυρίων ὁδόν τοῦτο γὰρ ἔλαττον κακὸν τὸ ἐν ἀλλοτρίᾳ πόλει αἰσχύνεσθαι ἀλλ' ἐπὶ τῶν συνήθων διατριβῶν ἐπὶ τῆς Ἀκαδημίας αὐτῆς εἰ χρὴ οὕτως εἰπεῖν ἐπὶ τῆς Στοᾶς ἐπὶ τῶν βασιλείων αὐτῶν τί μὴ λέγω τὰ χείρω ἐπὶ τῆς ἑστίας εἰ μή μοι μέμφοιο ἐπὶ τῆς εὐνῆς.,word order,,Word Order / Transposition,,κακὸν,κακὸν,,no,
270,Ἐκεῖνο μὲν γὰρ ψυχῆς ἐστιν ἔργον ἀλλοτρίοις διακονουμένης ἤθεσι τοῦτο δὲ γνώμης ἐλευθερία καὶ δεινότης φρονήσεως ἁρμοττούσης σύμπασι γίνεσθαι.,Ἐκεῖνο μὲν γὰρ ψυχῆς ἐστιν ἔργον ἀλλοτρίοις διακονουμένης ἤθεσι τοῦτο δὲ γνώμης ἐλευθερία καὶ δεινότης φρονήσεως ἁρμοττούσης πᾶσι συγγίνεσθαι.,change,,Phonological-Orthographic,,σύμπασι | γίνεσθαι.,πᾶσι | συγγίνεσθαι.,,no,
271,Ἀλλὰ σύ τε ἐφ' ὑψηλοῦ τῶν καταγόντων ἵστασο καὶ μὴ ἐπιλανθάνου τῆς φύσεως μὴδ' ὅτι τὰ μετὰ νοῦν τοιαῦτα ἐκεῖθεν μὲν ἀπῳκισμένα τῆς δὲ πολυπλανοῦς ὕλης ἐχόμενα,Ἀλλὰ σύ μὲν ἐφ' ὑψηλοῦ τῶν καταγόντων ἵστασο καὶ μὴ ἐπιλανθάνου τῆς φύσεως μὴδ' ὅτι τὰ μετὰ νοῦν τοιαῦτα ἐκεῖθεν δὲ ἀπῳκισμένα τῆς δὲ πολυπλανοῦς ὕλης ἐχόμενα,change,,Lexical / Contextual,,τε | μὲν,μὲν | δὲ,,no,
